logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,customHeartRateZones,distance,distanceUnit,source,speed,pace
26881211911,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",97,153,1280000,1280000,2093.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 8}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 12}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/21/19 10:32:25,2019-11-20 10:37:01,11/20/19 10:37:01,1280000,15.24,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 20}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26928900574,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",97,154,1280000,1280000,2176.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 10}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 11}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/22/19 16:15:15,2019-11-21 14:20:17,11/21/19 14:20:17,1280000,3.048,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 21}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26928900576,Walk,90013,"[{'minutes': 8, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",106,162,1690000,1690000,1761.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 7}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 14}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/22/19 16:15:15,2019-11-21 16:59:01,11/21/19 16:59:01,1690000,30.48,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 21}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26938472627,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",108,146,1178000,1178000,2033.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 2}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 16}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/23/19 04:58:23,2019-11-23 04:34:17,11/23/19 04:34:17,1178000,0.0,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 18}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26941390533,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",107,155,1331000,1331000,1902.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 1}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 21}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/23/19 11:30:20,2019-11-23 11:02:35,11/23/19 11:02:35,1331000,0.0,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 22}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26942232267,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",119,130,922000,922000,1367.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 1}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 12}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 2}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/23/19 12:35:49,2019-11-23 12:05:44,11/23/19 12:05:44,922000,6.096,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 15}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26946462458,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",95,136,1229000,1229000,1866.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 11}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 9}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/23/19 16:31:51,2019-11-23 16:07:15,11/23/19 16:07:15,1229000,6.096,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 20}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26957459095,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 26, 'name': 'very'}]",112,233,1792000,1792000,2997.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 1}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 29}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/24/19 10:32:45,2019-11-24 09:30:15,11/24/19 09:30:15,1792000,3.048,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 30}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26958521592,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 53, 'name': 'very'}]",111,508,4045000,4045000,6092.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 6}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 51}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 2}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/24/19 12:18:26,2019-11-24 10:38:31,11/24/19 10:38:31,4045000,3.048,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 59}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26961007511,Walk,90013,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 16, 'name': 'fairly'}, {'minutes': 39, 'name': 'very'}]",99,429,4147000,4147000,4982.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 16}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 49}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/24/19 15:50:37,2019-11-24 14:18:42,11/24/19 14:18:42,4147000,0.0,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 65}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26968814355,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",104,160,1178000,1178000,1970.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 8}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 8}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 1}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 1}]",11/25/19 00:24:05,2019-11-24 23:53:02,11/24/19 23:53:02,1178000,24.384,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 18}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26976891013,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 27, 'name': 'very'}]",118,294,2151000,2151000,3118.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 1}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 33}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/25/19 11:45:39,2019-11-25 10:58:41,11/25/19 10:58:41,2151000,36.576,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 34}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
27004383888,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",90,154,1331000,1331000,2206.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 20}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 1}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/26/19 12:02:09,2019-11-26 11:18:00,11/26/19 11:18:00,1331000,0.0,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 21}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
26984765864,Workout,3000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 16, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",115,273,2540000,2537000,326.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 4}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 37}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 1}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/26/19 17:50:27,2019-11-26 16:58:31,11/26/19 16:58:31,2540000,7.01,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 42}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150693666', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'STEPS', 'CALORIES']}",,
27012313364,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",103,157,1177000,1177000,2053.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 1}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 19}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/26/19 20:14:49,2019-11-26 19:46:38,11/26/19 19:46:38,1177000,24.384,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 20}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
27019684849,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",110,185,1331000,1331000,2480.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 4}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 15}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 0}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 0}]",11/27/19 07:39:18,2019-11-27 07:00:49,11/27/19 07:00:49,1331000,27.432,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 19}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
27021700007,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",149,178,973000,973000,1726.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 1}, {'name': 'Fat Burn', 'min': 97, 'max': 136, 'minutes': 8}, {'name': 'Cardio', 'min': 136, 'max': 165, 'minutes': 3}, {'name': 'Peak', 'min': 165, 'max': 220, 'minutes': 5}]",11/27/19 11:19:40,2019-11-27 10:17:56,11/27/19 10:17:56,973000,15.24,False,False,"[{'name': 'Below', 'min': 30, 'max': 55, 'minutes': 0}, {'name': 'Custom Zone', 'min': 55, 'max': 195, 'minutes': 17}, {'name': 'Above', 'min': 195, 'max': 220, 'minutes': 0}]",,,,,
