logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,distance,distanceUnit,source,speed,pace
26918663753,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 62, 'name': 'very'}]",164,706,3836000,3833000,8184,tracker,"{'calories': False, 'distance': True, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 12}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 18}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 34}]",11/24/19 18:22:00,2019-11-24 16:09:00,11/24/19 16:09:00,3836000,2.134,False,False,7.637601,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",7.077207409339944,
26977778712,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 12, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",109,151,1536000,1536000,2608,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 2}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 24}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/25/19 12:52:24,2019-11-25 12:05:54,11/25/19 12:05:54,1536000,3.048,False,False,,,,,
27010596469,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",119,193,1690000,1690000,3042,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 1}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 27}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/26/19 18:44:22,2019-11-26 10:51:23,11/26/19 10:51:23,1690000,12.192,False,False,,,,,
26987737921,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 6, 'name': 'very'}]",166,70,386000,384000,843,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 1}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 2}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 3}]",11/26/19 18:44:19,2019-11-26 17:43:07,11/26/19 17:43:07,386000,0.305,False,False,0.765593,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",7.164468749999999,
26987737920,Weights,2131,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 26, 'name': 'very'}]",135,282,2466000,2268000,498,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 29}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 9}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/26/19 18:44:19,2019-11-26 17:59:28,11/26/19 17:59:28,2466000,2.134,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'STEPS', 'CALORIES']}",,
27011970825,Walk,90013,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",109,133,1587000,1587000,1612,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 9}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 18}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/26/19 19:59:57,2019-11-26 19:10:44,11/26/19 19:10:44,1587000,18.288,False,False,,,,,
27020793943,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 2, 'name': 'very'}]",101,95,1229000,1229000,1360,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 11}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 8}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/27/19 09:53:23,2019-11-27 09:18:19,11/27/19 09:18:19,1229000,3.048,False,False,,,,,
27037695406,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",114,130,1229000,1229000,2166,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 1}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 20}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/28/19 05:07:07,2019-11-27 16:50:38,11/27/19 16:50:38,1229000,15.24,False,False,,,,,
27039424393,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",118,111,973000,973000,1781,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 17}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/28/19 07:22:59,2019-11-28 06:52:58,11/28/19 06:52:58,973000,9.144,False,False,,,,,
27034862424,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 33, 'name': 'very'}]",141,307,2043000,2041000,4263,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 18}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 16}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/28/19 07:53:09,2019-11-28 07:16:17,11/28/19 07:16:17,2043000,10.363,False,False,3.473585,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",6.130600685938265,
27043477259,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",117,164,1485000,1485000,2526,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 1}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 24}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/28/19 12:56:44,2019-11-28 10:29:45,11/28/19 10:29:45,1485000,12.192,False,False,,,,,
27060916334,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",113,177,1690000,1690000,2980,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 2}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 26}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/29/19 15:52:29,2019-11-29 15:14:32,11/29/19 15:14:32,1690000,9.144,False,False,,,,,
27075469627,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",104,86,973000,973000,1262,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 7}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 9}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",11/30/19 14:34:04,2019-11-30 13:29:16,11/30/19 13:29:16,973000,6.096,False,False,,,,,
27104920886,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",115,106,1024000,1024000,1645,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 1}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 16}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/02/19 08:09:03,2019-12-02 07:46:23,12/02/19 07:46:23,1024000,9.144,False,False,,,,,
27092829872,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 31, 'name': 'very'}]",153,323,1890000,1888000,4222,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 4}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 27}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/02/19 09:09:28,2019-12-02 08:09:21,12/02/19 08:09:21,1890000,5.486,False,False,3.8605229999999997,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",7.252588983050847,
27105772334,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",117,189,1741000,1741000,2367,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 2}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 27}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/02/19 09:24:41,2019-12-02 08:40:09,12/02/19 08:40:09,1741000,42.672,False,False,,,,,
27131153042,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",114,101,973000,973000,1672,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 16}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/03/19 17:31:06,2019-12-03 17:05:02,12/03/19 17:05:02,973000,6.096,False,False,,,,,
27092747276,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 23, 'name': 'very'}]",153,236,1401000,1399000,3061,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 3}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 20}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/03/19 18:01:17,2019-12-03 17:24:32,12/03/19 17:24:32,1401000,5.486,False,False,2.780992,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",7.022959256611865,
27132586663,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 33, 'name': 'very'}]",122,288,2407000,2407000,3862,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 3}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 37}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/03/19 18:34:17,2019-12-03 17:48:33,12/03/19 17:48:33,2407000,42.672,False,False,,,,,
27169053991,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 33, 'name': 'very'}]",160,358,1969000,1967000,4667,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 2}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 26}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 5}]",12/04/19 15:08:11,2019-12-04 12:50:35,12/04/19 12:50:35,1969000,7.62,False,False,4.30646,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",7.890094560244027,
27181640523,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 26, 'name': 'very'}]",121,236,2100000,2100000,3009,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 1}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 34}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/04/19 15:08:16,2019-12-04 13:25:27,12/04/19 13:25:27,2100000,39.624,False,False,,,,,
27237373171,Walk,90013,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 21, 'name': 'very'}]",110,230,2406000,2406000,3207,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 13}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 28}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/07/19 14:26:29,2019-12-07 12:41:59,12/07/19 12:41:59,2406000,54.864,False,False,,,,,
27254949128,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 17, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",106,90,1024000,1024000,1251,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 8}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 9}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/08/19 17:38:28,2019-12-08 17:03:39,12/08/19 17:03:39,1024000,18.288,False,False,,,,,
27274096261,Weights,2131,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 22, 'name': 'lightly'}, {'minutes': 15, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",118,162,2736000,2736000,275,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 12}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 34}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/09/19 18:41:31,2019-12-09 17:20:00,12/09/19 17:36:05,1771000,,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'STEPS', 'CALORIES']}",,
27380634535,Walk,90013,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 46, 'name': 'very'}]",112,408,4147000,4147000,6022,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 14}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 55}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/14/19 12:31:14,2019-12-14 11:06:44,12/14/19 11:06:44,4147000,76.2,False,False,,,,,
27389887850,Aerobic Workout,3001,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",142,235,1639000,1639000,2295,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 1}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 12}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 13}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/15/19 00:50:34,2019-12-14 23:46:17,12/14/19 23:46:17,1639000,,False,False,,,,,
27402459184,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",110,100,1024000,1024000,1466,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 2}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 15}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/15/19 18:21:02,2019-12-15 17:48:31,12/15/19 17:48:31,1024000,6.096,False,False,,,,,
