logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,distance,distanceUnit,source,speed,pace,tcxLink,swimLengths,poolLength,poolLengthUnit
26635655528,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 29, 'name': 'very'}]",100.0,300,1997000,1997000,3345.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 3}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 29}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 1}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/10/19 15:29:42,2019-11-10 13:23:10,11/10/19 13:23:10,1997000,21.336,False,False,,,,,,,,,
26589347032,Weights,2131,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 38, 'name': 'very'}]",121.0,422,2319000,2309000,1240.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 14}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 25}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/10/19 15:29:37,2019-11-10 14:31:34,11/10/19 14:31:34,2319000,1.8290000000000002,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['CALORIES', 'STEPS', 'HEARTRATE']}",,,,,,
26660581442,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",95.0,130,922000,922000,1505.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 4}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 11}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/11/19 19:56:30,2019-11-11 06:54:30,11/11/19 06:54:30,922000,24.384,False,False,,,,,,,,,
26660581449,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",90.0,215,1587000,1587000,2473.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 11}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 16}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/11/19 19:56:30,2019-11-11 14:48:59,11/11/19 14:48:59,1587000,45.72,False,False,,,,,,,,,
26642316890,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 81, 'name': 'very'}]",142.0,1211,4861000,4803000,11880.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 0}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 48}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 33}]",11/11/19 19:56:28,2019-11-11 17:19:41,11/11/19 17:19:41,4861000,186.538,False,True,10.433976,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['ELEVATION', 'DISTANCE', 'PACE', 'CALORIES', 'STEPS', 'VO2_MAX', 'HEARTRATE', 'GPS']}",7.818520924422236,460.44514490648737,,,,
26694460506,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",95.0,142,973000,973000,1572.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 2}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 12}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/12/19 21:22:06,2019-11-12 06:58:24,11/12/19 06:58:24,973000,27.432,False,False,,,,,,,,,
26687906228,Weights,2131,"[{'minutes': 25, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 54, 'name': 'very'}]",110.0,727,5053000,5050000,974.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 24}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 18}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 41}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/12/19 21:22:02,2019-11-12 12:26:47,11/12/19 12:26:47,5053000,11.278,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['CALORIES', 'STEPS', 'HEARTRATE']}",,,,,,
26694460511,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 12, 'name': 'fairly'}, {'minutes': 27, 'name': 'very'}]",96.0,355,2406000,2406000,3942.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 16}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 18}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 6}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/12/19 21:22:06,2019-11-12 14:45:12,11/12/19 14:45:12,2406000,85.344,False,False,,,,,,,,,
26694460514,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 54, 'name': 'very'}]",102.0,525,3379000,3379000,5229.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 4}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 52}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/12/19 21:22:06,2019-11-12 18:30:29,11/12/19 18:30:29,3379000,97.536,False,False,,,,,,,,,
26692470257,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 55, 'name': 'very'}]",147.0,864,3610000,3347000,8064.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 2}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 5}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 48}]",11/14/19 16:55:58,2019-11-13 15:45:45,11/13/19 15:45:45,3610000,194.462,False,True,7.069617,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['ELEVATION', 'DISTANCE', 'PACE', 'CALORIES', 'STEPS', 'VO2_MAX', 'HEARTRATE', 'GPS']}",7.606540782790559,473.2768945569622,,,,
26726216725,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",102.0,160,1126000,1126000,1490.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 8}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/14/19 16:55:59,2019-11-13 17:39:47,11/13/19 17:39:47,1126000,0.0,False,False,,,,,,,,,
26726216729,Aerobic Workout,3001,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",114.0,179,973000,973000,1724.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 4}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 5}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/14/19 16:55:59,2019-11-13 22:00:04,11/13/19 22:00:04,973000,,False,False,,,,,,,,,
26726216735,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",95.0,151,922000,922000,1491.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 1}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 9}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 1}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/14/19 16:55:59,2019-11-14 07:01:08,11/14/19 07:01:08,922000,24.384,False,False,,,,,,,,,
26726216742,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 37, 'name': 'very'}]",107.0,387,2509000,2509000,3876.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 21}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/14/19 16:55:59,2019-11-14 14:29:09,11/14/19 14:29:09,2509000,60.96,False,False,,,,,,,,,
26766447988,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",95.0,131,973000,973000,1481.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 1}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 15}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/16/19 15:48:34,2019-11-15 06:54:05,11/15/19 06:54:05,973000,27.432,False,False,,,,,,,,,
26733425974,Weights,2131,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 49, 'name': 'very'}]",125.0,570,3028000,3024000,1135.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 17}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 29}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 4}]",11/16/19 15:48:29,2019-11-15 13:51:05,11/15/19 13:51:05,3028000,5.182,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['CALORIES', 'STEPS', 'HEARTRATE']}",,,,,,
26766447989,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 32, 'name': 'very'}]",98.0,367,2458000,2458000,3708.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 4}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 19}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 7}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/16/19 15:48:34,2019-11-15 15:10:44,11/15/19 15:10:44,2458000,51.816,False,False,,,,,,,,,
26733425973,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 67, 'name': 'very'}]",147.0,1062,4271000,4128000,10211.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 2}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 1}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 17}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 49}]",11/16/19 15:48:29,2019-11-16 13:21:56,11/16/19 13:21:56,4271000,189.281,False,True,8.814726,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['ELEVATION', 'DISTANCE', 'PACE', 'CALORIES', 'STEPS', 'VO2_MAX', 'HEARTRATE', 'GPS']}",7.691223837209302,468.06595103676386,,,,
26805450465,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",71.0,131,973000,973000,1563.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 2}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 0}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/18/19 19:06:09,2019-11-18 07:04:12,11/18/19 07:04:12,973000,39.624,False,False,,,,,,,,,
26789991030,Weights,2131,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 76, 'name': 'very'}]",116.0,811,5130000,5105000,1338.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 1}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 53}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 30}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 1}]",11/18/19 19:06:06,2019-11-18 10:38:14,11/18/19 10:38:14,5130000,8.534,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['CALORIES', 'STEPS', 'HEARTRATE']}",,,,,,
26805450469,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 14, 'name': 'fairly'}, {'minutes': 42, 'name': 'very'}]",121.0,552,3943000,3943000,5771.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 8}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 13}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 5}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 2}]",11/18/19 19:06:10,2019-11-18 13:45:17,11/18/19 13:45:17,3943000,124.968,False,False,,,,,,,,,
26789991031,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 37, 'name': 'very'}]",153.0,591,2258000,2250000,5635.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 0}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 37}]",11/18/19 19:06:06,2019-11-18 18:18:23,11/18/19 18:18:23,2258000,82.601,False,True,5.15725,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['ELEVATION', 'DISTANCE', 'PACE', 'CALORIES', 'STEPS', 'VO2_MAX', 'HEARTRATE', 'GPS']}",8.251792,436.26887347620976,,,,
26855771188,Walk,90013,"[{'minutes': 13, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 22, 'name': 'fairly'}, {'minutes': 129, 'name': 'very'}]",95.0,1404,10446000,10446000,14958.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 35}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 136}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 1}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/20/19 17:14:18,2019-11-20 14:02:53,11/20/19 14:02:53,10446000,228.6,False,False,,,,,,,,,
26932855150,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 84, 'name': 'very'}]",104.0,888,5479000,5479000,8917.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 6}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 70}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 12}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/22/19 20:35:18,2019-11-21 13:53:07,11/21/19 13:53:07,5479000,167.64,False,False,,,,,,,,,
26932855152,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",109.0,168,1024000,1024000,1677.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 16}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 1}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",11/22/19 20:35:18,2019-11-22 07:10:47,11/22/19 07:10:47,1024000,30.48,False,False,,,,,,,,,
26917664123,Weights,2131,"[{'minutes': 12, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 128, 'name': 'very'}]",126.0,1707,9310000,9268000,6403.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 12}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 37}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 89}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 15}]",11/22/19 20:35:15,2019-11-22 13:27:35,11/22/19 13:27:35,9310000,170.993,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['CALORIES', 'STEPS', 'HEARTRATE']}",,,,,,
