logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,distance,distanceUnit,duration,activeDuration,steps,source,logType,manualValuesSpecified,heartRateZones,speed,pace,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,tcxLink,vo2Max
26569979943,Outdoor Bike,1071,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",93,128,,,1281000,1281000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 6}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 15}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,11/07/19 07:46:04,2019-11-07 06:16:23,11/07/19 06:16:23,1281000,9.144,False,False,,
26575243680,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 20, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",77,104,,,1229000,1229000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 18}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 3}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,11/07/19 14:35:18,2019-11-07 13:59:46,11/07/19 13:59:46,1229000,18.288,False,False,,
26595013735,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",121,221,,,1178000,1178000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 1}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 8}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 11}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,11/08/19 06:46:12,2019-11-08 06:19:44,11/08/19 06:19:44,1178000,15.24,False,False,,
26605320491,Outdoor Bike,1071,"[{'minutes': 16, 'name': 'sedentary'}, {'minutes': 7, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",69,57,,,1434000,1434000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 24}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 0}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,11/08/19 19:30:40,2019-11-08 14:10:47,11/08/19 14:10:47,1434000,3.048,False,False,,
26644834365,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 30, 'name': 'very'}]",147,476,4.880187,Kilometer,1802000,1799000,5013.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 0}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 13}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 17}]",9.681898832684825,,11/11/19 12:12:27,2019-11-11 11:30:49,11/11/19 11:30:49,1802000,235.61,False,False,,
26662966392,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 33, 'name': 'very'}]",142,500,5.268953,Kilometer,1938000,1934000,5417.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 1}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 27}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 5}]",9.812159255429162,,11/12/19 13:13:52,2019-11-12 12:29:00,11/12/19 12:29:00,1938000,119.786,False,False,,
26687219452,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 36, 'name': 'very'}]",143,554,5.052351,Kilometer,2119000,2117000,5467.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 7}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 16}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 13}]",8.51371941426547,,11/13/19 12:55:29,2019-11-13 12:18:45,11/13/19 12:18:45,2119000,39.624,False,False,,
26689389291,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 51, 'name': 'very'}]",123,678,7.765,Kilometer,3404000,3022000,8042.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 22}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 29}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",9.256991396426208,,11/14/19 14:31:33,2019-11-14 13:34:18,11/14/19 13:34:18,3404000,62.179,False,False,,
26732264593,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 46, 'name': 'very'}]",135,676,7.1675,Kilometer,2764000,2762000,7465.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 13}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 33}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",9.28716582186821,,11/16/19 14:28:47,2019-11-16 13:36:36,11/16/19 13:36:36,2764000,105.461,False,False,,
26782733622,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 36, 'name': 'very'}]",133,520,5.002601,Kilometer,2158000,2149000,5442.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 15}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 8}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 13}]",8.342350860865517,,11/17/19 16:33:37,2019-11-17 15:57:19,11/17/19 15:57:19,2158000,49.378,False,False,,
26786043073,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 45, 'name': 'very'}]",118,580,6.998765,Kilometer,2732000,2729000,7256.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': True, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 35}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 10}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",9.23586661780872,,11/19/19 02:54:23,2019-11-18 12:42:19,11/18/19 12:42:19,2732000,204.216,False,False,,
26818106036,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",105,137,,,922000,922000,1062.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 2}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 13}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,11/19/19 02:54:41,2019-11-18 18:21:04,11/18/19 18:21:04,922000,0.0,False,False,,
26834402372,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 40, 'name': 'very'}]",142,613,6.697242,Kilometer,2408000,2403000,6626.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'GPS', 'VO2_MAX', 'ELEVATION', 'PACE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 1}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 35}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 4}]",10.038531835205992,358.6181783450137,11/20/19 14:49:18,2019-11-20 14:08:52,11/20/19 14:08:52,2408000,145.694,True,True,https://www.fitbit.com/activities/exercise/26834402372?export=tcx,{'vo2Max': 47.45718}
26916448977,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 30, 'name': 'very'}]",144,474,4.541906,Kilometer,1934000,1814000,4985.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'GPS', 'VO2_MAX', 'ELEVATION', 'PACE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 2}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 20}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 9}]",9.01790077177508,399.2059894102579,11/24/19 22:48:22,2019-11-24 16:20:14,11/24/19 16:20:14,1934000,35.966,True,True,https://www.fitbit.com/activities/exercise/26916448977?export=tcx,{'vo2Max': 44.261590000000005}
26966884886,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",110,285,,,1536000,1536000,3023.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 26}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,11/24/19 22:47:23,2019-11-24 19:12:47,11/24/19 19:12:47,1536000,3.048,False,False,,
26966884887,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 23, 'name': 'very'}]",104,256,,,1485000,1485000,2869.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 25}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,11/24/19 22:47:23,2019-11-24 22:03:26,11/24/19 22:03:26,1485000,18.288,False,False,,
26973813421,Outdoor Bike,1071,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",115,235,,,1382000,1382000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 1}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 13}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 9}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,11/25/19 07:01:26,2019-11-25 06:06:24,11/25/19 06:06:24,1382000,21.336,False,False,,
26979451054,Outdoor Bike,1071,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 11, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 2, 'name': 'very'}]",83,84,,,1075000,1075000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 13}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 2}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,11/25/19 14:39:38,2019-11-25 14:05:01,11/25/19 14:05:01,1075000,12.192,False,False,,
27038898768,Outdoor Bike,1071,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",116,241,,,1434000,1434000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 4}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 9}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 9}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 1}]",,,11/28/19 06:32:58,2019-11-28 06:03:05,11/28/19 06:03:05,1434000,15.24,False,False,,
27049060040,Outdoor Bike,1071,"[{'minutes': 8, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",88,82,,,1229000,1229000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 13}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 7}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,11/28/19 19:34:48,2019-11-28 14:16:23,11/28/19 14:16:23,1229000,3.048,False,False,,
27036807559,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",147,240,1.939101,Kilometer,970000,901000,2291.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 3}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 3}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 9}]",7.747791342952276,,11/30/19 09:09:39,2019-11-30 08:53:06,11/30/19 08:53:06,970000,15.545,False,False,,
27041023334,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 23, 'name': 'very'}]",162,412,3.601984,Kilometer,1479000,1399000,4078.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 0}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 23}]",9.161961401000713,,12/01/19 13:36:42,2019-12-01 13:03:23,12/01/19 13:03:23,1479000,47.549,False,False,,
27169635857,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 30, 'name': 'very'}]",141,458,4.303406,Kilometer,1825000,1802000,4955.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 0}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 25}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 5}]",8.601902330743618,,12/04/19 20:46:56,2019-12-04 20:15:20,12/04/19 20:15:20,1825000,68.885,False,False,,
