logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,distance,distanceUnit,source,speed,pace
26797978698,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 15, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 26, 'name': 'very'}]",103,430,3277000,3277000,3419.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 10}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 39}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 5}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",11/18/19 11:00:07,2019-11-15 10:30:42,11/15/19 10:30:42,3277000,6.096,False,False,,,,,
26797978706,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",97,267,2406000,2406000,3147.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 10}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 27}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",11/18/19 11:00:08,2019-11-17 12:02:18,11/17/19 12:02:18,2406000,15.24,False,False,,,,,
27001845032,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",113,180,1076000,1076000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 0}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 17}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",11/26/19 07:59:32,2019-11-20 07:10:23,11/20/19 07:10:23,1076000,42.672,False,False,,,,,
27001845034,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",116,177,1075000,1075000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 2}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 12}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 3}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",11/26/19 07:59:33,2019-11-20 14:22:11,11/20/19 14:22:11,1075000,30.48,False,False,,,,,
27001845036,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",137,265,1228000,1228000,2382.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 3}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 4}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 8}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 4}]",11/26/19 07:59:33,2019-11-20 19:52:26,11/20/19 19:52:26,1228000,0.0,False,False,,,,,
27001845045,Walk,90013,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",98,158,1331000,1331000,1409.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 5}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 16}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",11/26/19 07:59:33,2019-11-22 19:34:36,11/22/19 19:34:36,1331000,20.675,False,False,,,,,
27001845049,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 6, 'name': 'very'}]",97,124,973000,973000,1124.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 3}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 13}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",11/26/19 07:59:33,2019-11-24 09:48:24,11/24/19 09:48:24,973000,15.24,False,False,,,,,
27025596991,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",105,173,1178000,1178000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 2}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 18}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",11/27/19 15:59:57,2019-11-27 07:08:37,11/27/19 07:08:37,1178000,45.72,False,False,,,,,
27025596995,Outdoor Bike,1071,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 19, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",99,279,2355000,2355000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 7}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 31}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",11/27/19 15:59:57,2019-11-27 13:28:22,11/27/19 13:28:22,2355000,24.384,False,False,,,,,
27061057985,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",110,192,1280000,1280000,1576.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 0}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 21}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",11/29/19 16:07:31,2019-11-29 14:11:06,11/29/19 14:11:06,1280000,24.384,False,False,,,,,
27228013823,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",108,154,1075000,1075000,1416.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 0}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 18}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/06/19 22:18:15,2019-11-30 09:20:33,11/30/19 09:20:33,1075000,27.432,False,False,,,,,
27228013827,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 22, 'name': 'very'}]",118,236,1280000,1280000,1931.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 0}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 13}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 6}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/06/19 22:18:15,2019-11-30 13:11:49,11/30/19 13:11:49,1280000,0.0,False,False,,,,,
27228013831,Walk,90013,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 45, 'name': 'fairly'}, {'minutes': 31, 'name': 'very'}]",98,693,5888000,5888000,7381.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 19}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 75}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/06/19 22:18:15,2019-12-01 10:43:47,12/01/19 10:43:47,5888000,36.322,False,False,,,,,
27228013843,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",104,187,1331000,1331000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 4}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 17}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 1}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/06/19 22:18:15,2019-12-04 07:10:08,12/04/19 07:10:08,1331000,36.576,False,False,,,,,
27228013847,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",99,138,1075000,1075000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 4}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 14}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/06/19 22:18:16,2019-12-04 13:50:21,12/04/19 13:50:21,1075000,28.244,False,False,,,,,
27228013849,Outdoor Bike,1071,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",111,137,1126000,1126000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 1}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 14}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 4}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/06/19 22:18:16,2019-12-04 15:32:45,12/04/19 15:32:45,1126000,0.0,False,False,,,,,
27228013857,Walk,90013,"[{'minutes': 11, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 34, 'name': 'very'}]",105,433,3533000,3533000,3543.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 12}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 46}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/06/19 22:18:16,2019-12-05 19:31:20,12/05/19 19:31:20,3533000,36.576,False,False,,,,,
27228013864,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",98,181,1587000,1587000,1669.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 5}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 19}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/06/19 22:18:16,2019-12-06 11:02:22,12/06/19 11:02:22,1587000,0.0,False,False,,,,,
27228013868,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",103,197,1485000,1485000,1844.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 2}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 23}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/06/19 22:18:16,2019-12-06 13:15:29,12/06/19 13:15:29,1485000,6.096,False,False,,,,,
27265978260,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 15, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",103,257,1998000,1998000,2404.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 7}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 25}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 1}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/09/19 10:17:45,2019-12-08 09:50:04,12/08/19 09:50:04,1998000,45.72,False,False,,,,,
27265978266,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",108,155,1025000,1025000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 2}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 14}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/09/19 10:17:46,2019-12-09 07:15:13,12/09/19 07:15:13,1025000,39.624,False,False,,,,,
27434541632,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",102,295,2253000,2253000,2839.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 7}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 31}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/17/19 06:23:41,2019-12-11 08:55:00,12/11/19 08:55:00,2253000,51.816,False,False,,,,,
27434541633,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",106,157,1178000,1178000,1365.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 0}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 19}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/17/19 06:23:41,2019-12-11 15:17:19,12/11/19 15:17:19,1178000,12.192,False,False,,,,,
27434541634,Outdoor Bike,1071,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",101,161,1331000,1331000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 4}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 17}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/17/19 06:23:41,2019-12-11 18:07:08,12/11/19 18:07:08,1331000,9.144,False,False,,,,,
27434541636,Outdoor Bike,1071,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",97,140,1178000,1178000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 7}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 11}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 1}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/17/19 06:23:42,2019-12-11 21:49:52,12/11/19 21:49:52,1178000,27.432,False,False,,,,,
27430433296,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 41, 'name': 'very'}]",111,479,2756000,2723000,5142.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 0}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 44}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 1}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/17/19 06:23:37,2019-12-12 07:41:04,12/12/19 07:41:04,2756000,128.321,False,True,3.796164,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '149200880', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'GPS', 'VO2_MAX', 'ELEVATION', 'PACE', 'CALORIES', 'STEPS']}",5.014708777084099,717.888148650038
27434541639,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",101,149,1178000,1178000,1342.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 0}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 19}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/17/19 06:23:42,2019-12-12 20:42:04,12/12/19 20:42:04,1178000,15.24,False,False,,,,,
27434541640,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",111,188,1229000,1229000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 1}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 18}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/17/19 06:23:42,2019-12-13 07:36:36,12/13/19 07:36:36,1229000,42.672,False,False,,,,,
27434541643,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",102,154,1177000,1177000,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 92, 'minutes': 0}, {'name': 'Fat Burn', 'min': 92, 'max': 129, 'minutes': 20}, {'name': 'Cardio', 'min': 129, 'max': 157, 'minutes': 0}, {'name': 'Peak', 'min': 157, 'max': 220, 'minutes': 0}]",12/17/19 06:23:42,2019-12-13 14:13:25,12/13/19 14:13:25,1177000,30.683,False,False,,,,,
