logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,distance,distanceUnit,duration,activeDuration,steps,source,logType,manualValuesSpecified,heartRateZones,speed,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,pace,swimLengths,poolLength,poolLengthUnit
26745239419,Walk,90013,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 3, 'name': 'very'}]",100.0,95,,,1332000,1332000,1317.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 5}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 17}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/15/19 10:07:26,2019-11-13 21:23:04,11/13/19 21:23:04,1332000,9.144,False,False,,,,
26761362325,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",116.0,137,,,1178000,1178000,1683.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 13}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 1}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 5}]",,11/16/19 08:53:34,2019-11-15 16:29:44,11/15/19 16:29:44,1178000,6.096,False,False,,,,
26770893086,Walk,90013,"[{'minutes': 7, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 27, 'name': 'fairly'}, {'minutes': 2, 'name': 'very'}]",95.0,206,,,2765000,2765000,2998.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 10}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 33}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/16/19 20:43:06,2019-11-16 14:11:18,11/16/19 14:11:18,2765000,15.24,False,False,,,,
26795874670,Aerobic Workout,3001,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",116.0,98,,,1076000,1076000,1027.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 15}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 2}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/18/19 06:48:54,2019-11-17 20:29:04,11/17/19 20:29:04,1076000,,False,False,,,,
26822058533,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",109.0,140,,,1537000,1537000,1931.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 2}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 21}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 3}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/19/19 07:40:17,2019-11-18 17:21:55,11/18/19 17:21:55,1537000,24.384,False,False,,,,
26822072931,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 6, 'name': 'very'}]",109.0,131,,,1434000,1434000,1641.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 4}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 17}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 3}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/19/19 07:55:21,2019-11-19 07:27:40,11/19/19 07:27:40,1434000,24.384,False,False,,,,
26811045793,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 5, 'name': 'very'}]",156.0,49,0.8754449999999999,Kilometer,334000,317000,895.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150473959', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 0}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 1}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 4}]",9.974157728706624,11/19/19 18:03:30,2019-11-19 17:09:29,11/19/19 17:09:29,334000,0.0,False,False,,,,
26943684680,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",108.0,101,,,1126000,1126000,1489.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 2}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 15}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/23/19 14:28:58,2019-11-22 06:40:55,11/22/19 06:40:55,1126000,33.528,False,False,,,,
26943684682,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",146.0,149,,,1024000,1024000,1777.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 1}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 6}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 9}]",,11/23/19 14:28:58,2019-11-22 10:14:16,11/22/19 10:14:16,1024000,15.24,False,False,,,,
26943684687,Walk,90013,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 11, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 4, 'name': 'very'}]",110.0,132,,,1690000,1690000,1844.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 27}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/23/19 14:28:59,2019-11-22 17:52:34,11/22/19 17:52:34,1690000,6.705,False,False,,,,
26916386849,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",174.0,212,2.865898,Kilometer,1058000,1056000,2892.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150473959', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': True, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 0}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 1}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 17}]",9.78115909090909,11/23/19 17:43:01,2019-11-23 11:31:28,11/23/19 11:31:28,1058000,0.0,False,False,,,,
26974131937,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",110.0,160,,,1690000,1690000,2415.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 28}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/25/19 07:12:35,2019-11-24 13:57:26,11/24/19 13:57:26,1690000,27.432,False,False,,,,
27001023498,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 6, 'name': 'very'}]",113.0,167,,,1792000,1792000,2049.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 27}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 1}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/26/19 06:15:11,2019-11-25 17:15:17,11/25/19 17:15:17,1792000,27.432,False,False,,,,
27001674902,Walk,90013,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",105.0,106,,,1178000,1178000,1441.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 4}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 14}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 1}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/26/19 07:32:59,2019-11-26 07:03:08,11/26/19 07:03:08,1178000,30.48,False,False,,,,
26987934689,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 5, 'name': 'very'}]",150.0,47,0.8511789999999999,Kilometer,352000,322000,891.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150473959', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 1}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 4}]",9.516298136645965,11/26/19 18:04:37,2019-11-26 17:09:18,11/26/19 17:09:18,352000,0.61,False,False,,,,
27040113789,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 17, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",103.0,98,,,1126000,1126000,1323.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 4}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 15}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/28/19 08:17:28,2019-11-28 07:51:19,11/28/19 07:51:19,1126000,33.528,False,False,,,,
27054999108,Walk,90013,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 6, 'name': 'very'}]",111.0,100,,,1127000,1127000,1512.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 18}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 1}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/29/19 07:07:51,2019-11-28 14:39:16,11/28/19 14:39:16,1127000,12.192,False,False,,,,
27055633846,Walk,90013,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 4, 'name': 'very'}]",98.0,119,,,1536000,1536000,1767.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 6}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 19}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/29/19 08:08:16,2019-11-29 07:34:02,11/29/19 07:34:02,1536000,30.48,False,False,,,,
27074386122,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",110.0,141,,,1639000,1639000,1938.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 27}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,11/30/19 13:13:17,2019-11-29 21:20:10,11/29/19 21:20:10,1639000,30.48,False,False,,,,
27104773842,Walk,90013,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",104.0,105,,,1178000,1178000,1494.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 3}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 17}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,12/02/19 07:54:21,2019-12-02 07:19:39,12/02/19 07:19:39,1178000,30.48,False,False,,,,
27093918437,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",159.0,128,1.893078,Kilometer,737000,716000,1912.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150473959', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 1}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 1}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 10}]",9.531955307262571,12/03/19 18:09:06,2019-12-03 16:55:45,12/03/19 16:55:45,737000,0.0,False,False,,,,
27132579581,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 17, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",107.0,99,,,1075000,1075000,1357.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 3}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 15}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,12/03/19 18:39:55,2019-12-03 18:13:12,12/03/19 18:13:12,1075000,24.384,False,False,,,,
27195057527,Walk,90013,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",108.0,111,,,1280000,1280000,1485.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 4}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 17}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,12/05/19 08:26:22,2019-12-04 07:00:26,12/04/19 07:00:26,1280000,18.288,False,False,,,,
27195057529,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",111.0,172,,,1536000,1536000,2657.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 0}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 26}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,12/05/19 08:26:22,2019-12-04 19:47:43,12/04/19 19:47:43,1536000,54.864,False,False,,,,
27213562710,Walk,90013,"[{'minutes': 9, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",108.0,182,,,2202000,2202000,2690.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 10}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 26}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 1}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,12/06/19 07:59:13,2019-12-05 19:05:39,12/05/19 19:05:39,2202000,39.624,False,False,,,,
27252732411,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 27, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",102.0,140,,,1639000,1639000,2355.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 91, 'minutes': 1}, {'name': 'Fat Burn', 'min': 91, 'max': 127, 'minutes': 27}, {'name': 'Cardio', 'min': 127, 'max': 154, 'minutes': 0}, {'name': 'Peak', 'min': 154, 'max': 220, 'minutes': 0}]",,12/08/19 14:49:36,2019-12-07 14:21:59,12/07/19 14:21:59,1639000,9.144,False,False,,,,
