logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,source,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,distance,distanceUnit,speed,pace
26987735604,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 33, 'name': 'very'}]",172,446,2017000,1978000,5109.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '149163718', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['VO2_MAX', 'HEARTRATE', 'STEPS', 'GPS', 'DISTANCE', 'CALORIES', 'ELEVATION', 'PACE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 0}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 5}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 28}]",11/26/19 05:39:57,2019-11-25 05:09:32,11/25/19 05:09:32,2017000,0.0,False,False,6.220085,Kilometer,11.320671385237615,318.00234080590604
27000757176,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",106,173,1485000,1485000,1691.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 2}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 23}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",11/26/19 05:40:04,2019-11-25 13:03:21,11/25/19 13:03:21,1485000,39.624,False,False,,,,
26980832176,Workout,3000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",119,103,846000,844000,541.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '149163718', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'STEPS', 'CALORIES']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 13}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 1}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",11/27/19 13:41:22,2019-11-27 05:13:05,11/27/19 05:13:05,846000,0.61,False,False,,,,
26980832175,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",169,267,1196000,1194000,3048.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '149163718', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['VO2_MAX', 'HEARTRATE', 'STEPS', 'GPS', 'DISTANCE', 'CALORIES', 'ELEVATION', 'PACE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 0}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 5}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 15}]",11/27/19 13:41:22,2019-11-27 05:27:16,11/27/19 05:27:16,1196000,0.0,False,False,3.7137890000000002,Kilometer,11.205678391959799,321.2656899543932
27056201904,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 33, 'name': 'very'}]",175,454,1997000,1997000,5060.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 0}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 5}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 28}]",11/29/19 09:03:44,2019-11-29 05:01:39,11/29/19 05:01:39,1997000,0.0,False,False,,,,
27218906001,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 1, 'name': 'very'}]",106,12,99000,99000,160.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '149163718', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['VO2_MAX', 'HEARTRATE', 'STEPS', 'GPS', 'DISTANCE', 'CALORIES', 'ELEVATION', 'PACE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 2}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 16:57:42,2019-12-02 05:53:58,12/02/19 05:53:58,99000,0.315,False,False,0.12414000000000001,Kilometer,4.514181818181818,797.4867085548574
27273376298,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",104,116,1075000,1075000,1428.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 17}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 16:57:49,2019-12-04 14:23:01,12/04/19 14:23:01,1075000,9.144,False,False,,,,
27218906000,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 26, 'name': 'very'}]",170,344,1548000,1546000,3841.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '149163718', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['VO2_MAX', 'HEARTRATE', 'STEPS', 'GPS', 'DISTANCE', 'CALORIES', 'ELEVATION', 'PACE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 1}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 7}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 18}]",12/09/19 16:57:41,2019-12-06 09:57:37,12/06/19 09:57:37,1548000,0.0,False,False,4.488789,Kilometer,10.4525510996119,344.4135279217785
27273376305,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",122,122,1024000,1024000,1111.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 15}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 2}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 16:57:49,2019-12-06 10:21:46,12/06/19 10:21:46,1024000,0.0,False,False,,,,
27273376306,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",109,132,1024000,1024000,1585.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 2}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 15}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 16:57:49,2019-12-06 12:18:40,12/06/19 12:18:40,1024000,15.24,False,False,,,,
27273376310,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 14, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",102,235,2099000,2099000,2990.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 4}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 31}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 16:57:49,2019-12-07 11:50:13,12/07/19 11:50:13,2099000,30.48,False,False,,,,
27273376311,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",97,188,1690000,1690000,2669.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 12}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 16}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 16:57:49,2019-12-07 18:28:47,12/07/19 18:28:47,1690000,27.432,False,False,,,,
27273376314,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",103,199,1639000,1639000,2616.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 28}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 16:57:50,2019-12-08 18:19:56,12/08/19 18:19:56,1639000,24.384,False,False,,,,
27273376321,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 28, 'name': 'very'}]",115,260,1946000,1946000,2913.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 31}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 16:57:50,2019-12-09 13:39:41,12/09/19 13:39:41,1946000,18.288,False,False,,,,
27294513065,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 11, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",104,271,2458000,2458000,2959.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 9}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 32}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/10/19 11:46:04,2019-12-10 09:18:26,12/10/19 09:18:26,2458000,24.384,False,False,,,,
27473276613,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",111,167,1332000,1332000,1854.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 22}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/18/19 12:50:25,2019-12-11 16:30:44,12/11/19 16:30:44,1332000,42.672,False,False,,,,
27473276619,Walk,90013,"[{'minutes': 9, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 42, 'name': 'very'}]",103,428,4096000,4096000,5051.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 13}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 53}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/18/19 12:50:25,2019-12-12 16:11:36,12/12/19 16:11:36,4096000,48.768,False,False,,,,
27473276625,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",96,156,1638000,1638000,1834.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 14}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 13}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/18/19 12:50:25,2019-12-14 16:28:16,12/14/19 16:28:16,1638000,27.432,False,False,,,,
27473276633,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 30, 'name': 'very'}]",162,379,1843000,1843000,4552.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 0}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 16}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 14}]",12/18/19 12:50:26,2019-12-17 05:19:05,12/17/19 05:19:05,1843000,0.0,False,False,,,,
27473276635,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",126,141,1024000,1024000,1047.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 16}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 1}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/18/19 12:50:26,2019-12-17 05:49:48,12/17/19 05:49:48,1024000,3.048,False,False,,,,
27528710397,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 11, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 5, 'name': 'very'}]",97,139,1434000,1434000,1521.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 11}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 13}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/20/19 11:46:01,2019-12-20 11:15:45,12/20/19 11:15:45,1434000,15.24,False,False,,,,
27529809955,Walk,90013,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 4, 'name': 'very'}]",96,118,1331000,1331000,1296.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 9}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 13}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/20/19 13:01:43,2019-12-20 12:10:22,12/20/19 12:10:22,1331000,6.096,False,False,,,,
27542817323,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 2, 'name': 'very'}]",94,105,1127000,1127000,1167.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 12}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 7}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/21/19 09:03:06,2019-12-20 14:14:58,12/20/19 14:14:58,1127000,6.096,False,False,,,,
27543943699,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",101,101,973000,973000,1220.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 5}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 11}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/21/19 10:56:56,2019-12-21 10:34:30,12/21/19 10:34:30,973000,3.048,False,False,,,,
28128072961,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 22, 'name': 'very'}]",175,301,1332000,1332000,3282.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 1}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 4}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 17}]",01/16/20 16:23:45,2020-01-10 05:17:20,01/10/20 05:17:20,1332000,0.0,False,False,,,,
28128072971,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",105,145,1126000,1126000,1895.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 2}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 17}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/16/20 16:23:46,2020-01-10 21:04:34,01/10/20 21:04:34,1126000,18.288,False,False,,,,
28128072977,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",106,176,1588000,1588000,1750.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 2}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 24}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/16/20 16:23:46,2020-01-11 13:22:30,01/11/20 13:22:30,1588000,76.2,False,False,,,,
