logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,distance,distanceUnit,duration,activeDuration,steps,source,logType,manualValuesSpecified,heartRateZones,speed,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,tcxLink,pace,vo2Max,customHeartRateZones,swimLengths,poolLength,poolLengthUnit
26735597462,Weights,2131,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 33, 'name': 'fairly'}, {'minutes': 50, 'name': 'very'}]",110.0,755,,,5723000,5721000,1878.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 11}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 82}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 2}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",,11/15/19 15:07:55,2019-11-15 13:29:07,11/15/19 13:29:07,5723000,7.315,False,False,,,,,,,
26750056725,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",106.0,196,,,1280000,1280000,2446.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 3}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 17}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 1}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",,11/15/19 15:53:14,2019-11-15 15:14:39,11/15/19 15:14:39,1280000,12.141,False,False,,,,,,,
26763134575,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 22, 'name': 'very'}]",109.0,253,,,1536000,1536000,2624.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 2}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 24}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",,11/16/19 12:01:45,2019-11-16 11:20:36,11/16/19 11:20:36,1536000,85.344,False,False,,,,,,,
26736112337,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",78.0,0,0.0,Kilometer,4246000,1000,0.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 0}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",0.0,11/16/19 13:17:13,2019-11-16 12:01:45,11/16/19 12:01:45,4246000,0.0,False,False,,,,,,,
26765314791,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",98.0,234,,,1741000,1741000,2979.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 10}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 19}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",,11/16/19 14:32:48,2019-11-16 13:46:31,11/16/19 13:46:31,1741000,9.144,False,False,,,,,,,
26731243752,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 104, 'name': 'very'}]",133.0,1340,11.833968,Kilometer,6299000,6249000,15795.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['GPS', 'STEPS', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'DISTANCE', 'PACE', 'VO2_MAX']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 58}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 46}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",6.819623619779165,11/17/19 12:09:27,2019-11-17 10:11:29,11/17/19 10:11:29,6299000,99.365,False,True,,527.8883704899504,,,,,
26792038180,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 50, 'name': 'very'}]",157.0,780,5.78646,Kilometer,3032000,3030000,7756.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['GPS', 'STEPS', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'DISTANCE', 'PACE', 'VO2_MAX']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 1}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 28}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 21}]",6.879398019801981,11/18/19 19:27:28,2019-11-18 17:43:23,11/18/19 17:43:23,3032000,1.8290000000000002,False,True,,523.3016013374414,,,,,
26822644195,Walk,90013,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",100.0,166,,,1332000,1332000,1606.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 10}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 12}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,11/19/19 08:55:18,2019-11-19 08:19:45,11/19/19 08:19:45,1332000,24.384,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 22}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
26812719159,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 52, 'name': 'very'}]",135.0,678,5.311359,Kilometer,3115000,3113000,7144.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 27}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 25}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",6.108158046900097,11/19/19 18:39:27,2019-11-19 17:44:27,11/19/19 17:44:27,3115000,5.182,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 15}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 37}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
26848200726,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 24, 'name': 'very'}]",107.0,242,,,1485000,1485000,2469.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 7}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 18}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,11/20/19 07:49:37,2019-11-20 07:12:58,11/20/19 07:12:58,1485000,82.296,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 25}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
26838881484,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",142.0,178,1.733312,Kilometer,763000,745000,1897.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['GPS', 'STEPS', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'DISTANCE', 'PACE', 'VO2_MAX']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 4}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 9}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",8.3664,11/20/19 17:38:26,2019-11-20 17:13:49,11/20/19 17:13:49,763000,72.847,True,True,https://www.fitbit.com/activities/exercise/26838881484?export=tcx,430.2925989672978,{'vo2Max': 48.233000000000004},"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 1}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 12}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
26833783046,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",101.0,9,0.00742,Kilometer,110000,110000,31.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 1}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",0.24283636363636302,11/20/19 18:08:41,2019-11-20 17:53:46,11/20/19 17:53:46,110000,,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 1}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
26857318721,Aerobic Workout,3001,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 39, 'name': 'very'}]",123.0,464,,,2611000,2611000,3937.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 3}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 40}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,11/20/19 18:54:04,2019-11-20 17:58:18,11/20/19 17:58:18,2611000,,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 33}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 10}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
26837258048,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",130.0,112,1.459539,Kilometer,654000,593000,1527.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['GPS', 'STEPS', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'DISTANCE', 'PACE', 'VO2_MAX']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 8}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 2}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",8.847986509274874,11/20/19 19:54:25,2019-11-20 19:40:17,11/20/19 19:40:17,654000,5.486,True,True,https://www.fitbit.com/activities/exercise/26837258048?export=tcx,406.8722297695992,{'vo2Max': 50.49031},"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 6}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 4}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
26870458075,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",147.0,173,1.7826710000000001,Kilometer,751000,737000,1843.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['GPS', 'STEPS', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'DISTANCE', 'PACE', 'VO2_MAX']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 4}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 9}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",8.712683853459973,11/21/19 17:42:49,2019-11-21 17:24:18,11/21/19 17:24:18,751000,76.505,True,True,https://www.fitbit.com/activities/exercise/26870458075?export=tcx,413.1907068532472,{'vo2Max': 47.662760000000006},"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 2}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 11}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
26890425070,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 45, 'name': 'very'}]",164.0,701,,,2714000,2714000,6120.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 13}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 11}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 22}]",,11/21/19 19:13:29,2019-11-21 18:22:49,11/21/19 18:22:49,2714000,3.048,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 10}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 36}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
26917525065,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",76.0,0,0.0,Kilometer,4000,1000,0.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}",,0.0,11/22/19 13:38:42,2019-11-22 13:25:42,11/22/19 13:25:42,4000,0.0,False,False,,,,,,,
26917525066,Weights,2131,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 18, 'name': 'fairly'}, {'minutes': 46, 'name': 'very'}]",110.0,596,,,4554000,4552000,2166.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 10}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 66}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,11/22/19 14:51:10,2019-11-22 13:25:59,11/22/19 13:25:59,4554000,8.23,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 76}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
26928214585,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 23, 'name': 'very'}]",106.0,246,,,1740000,1740000,2786.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 5}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 24}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,11/22/19 15:21:30,2019-11-22 14:46:34,11/22/19 14:46:34,1740000,18.288,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 29}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
